,Visitor,Visitor_PTS,Home,Home_PTS,VisitorWin,Visitor_W_PCT,Visitor_E_OFF_RATING,Visitor_E_DEF_RATING,Visitor_E_NET_RATING,Visitor_E_PACE,Visitor_E_AST_RATIO,Visitor_E_OREB_PCT,Visitor_E_DREB_PCT,Visitor_E_REB_PCT,Visitor_E_TM_TOV_PCT,Home_E_OFF_RATING,Home_E_DEF_RATING,Home_E_NET_RATING,Home_E_PACE,Home_E_AST_RATIO,Home_E_OREB_PCT,Home_E_DREB_PCT,Home_E_REB_PCT,Home_E_TM_TOV_PCT,Visitor_TS%,Visitor_3P%,Home_TS%,Home_3P%
99,San Antonio Spurs,98,Toronto Raptors,112,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,110.10%,34.40%,110.00%,33.50%
100,Brooklyn Nets,112,Toronto Raptors,98,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,118.10%,37.40%,110.00%,33.50%
101,Brooklyn Nets,119,Toronto Raptors,116,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,118.10%,37.40%,110.00%,33.50%
102,Boston Celtics,116,Toronto Raptors,110,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,118.90%,37.80%,110.00%,33.50%
103,Phoenix Suns,104,Toronto Raptors,113,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,113.60%,35.20%,110.00%,33.50%
104,Milwaukee Bucks,105,Toronto Raptors,121,0.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,115.80%,36.30%,110.00%,33.50%
105,Philadelphia 76ers,117,Boston Celtics,126,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
106,Philadelphia 76ers,99,Boston Celtics,106,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
107,Philadelphia 76ers,119,Boston Celtics,115,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
108,Philadelphia 76ers,87,Boston Celtics,121,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
109,Philadelphia 76ers,115,Boston Celtics,103,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
110,Philadelphia 76ers,88,Boston Celtics,112,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.20%,37.90%,118.90%,37.80%
111,Memphis Grizzlies,109,Boston Celtics,119,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,112.20%,34.60%,118.90%,37.80%
112,Atlanta Hawks,114,Boston Celtics,120,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.50%,35.30%,118.90%,37.80%
113,Atlanta Hawks,99,Boston Celtics,112,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.50%,35.30%,118.90%,37.80%
114,Atlanta Hawks,106,Boston Celtics,119,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.50%,35.30%,118.90%,37.80%
115,Atlanta Hawks,119,Boston Celtics,117,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,114.50%,35.30%,118.90%,37.80%
116,Detroit Pistons,112,Boston Celtics,128,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,,,118.90%,37.80%
117,Detroit Pistons,109,Boston Celtics,127,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,,,118.90%,37.80%
118,Houston Rockets,102,Boston Celtics,126,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,109.80%,33.00%,118.90%,37.80%
119,Sacramento Kings,104,Boston Celtics,122,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.30%,38.40%,118.90%,37.80%
120,Indiana Pacers,117,Boston Celtics,112,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,115.30%,35.60%,118.90%,37.80%
121,Indiana Pacers,95,Boston Celtics,120,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,115.30%,35.60%,118.90%,37.80%
122,Minnesota Timberwolves,109,Boston Celtics,121,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,117.10%,37.10%,118.90%,37.80%
123,Denver Nuggets,112,Boston Celtics,131,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,119.00%,37.90%,118.90%,37.80%
124,Orlando Magic,117,Boston Celtics,109,1.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.50%,35.10%,118.90%,37.80%
125,Orlando Magic,95,Boston Celtics,92,1.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.50%,35.10%,118.90%,37.80%
126,New York Knicks,131,Boston Celtics,129,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.50%,35.10%,118.90%,37.80%
127,Washington Wizards,94,Boston Celtics,112,1.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.00%,36.50%,118.90%,37.80%
128,Washington Wizards,121,Boston Celtics,130,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.00%,36.50%,118.90%,37.80%
129,Miami Heat,121,Boston Celtics,134,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
130,Miami Heat,120,Boston Celtics,116,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
131,Miami Heat,123,Boston Celtics,116,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
132,Miami Heat,111,Boston Celtics,105,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
133,Miami Heat,97,Boston Celtics,110,1.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
134,Miami Heat,103,Boston Celtics,84,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.40%,34.80%,118.90%,37.80%
135,Oklahoma City Thunder,122,Boston Celtics,126,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.00%,34.70%,118.90%,37.80%
136,Chicago Bulls,119,Boston Celtics,123,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.30%,36.50%,118.90%,37.80%
137,Charlotte Hornets,105,Boston Celtics,140,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,109.20%,32.70%,118.90%,37.80%
138,Charlotte Hornets,116,Boston Celtics,127,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,109.20%,32.70%,118.90%,37.80%
139,Utah Jazz,114,Boston Celtics,122,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,115.80%,36.40%,118.90%,37.80%
140,Cleveland Cavaliers,132,Boston Celtics,123,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.60%,36.70%,118.90%,37.80%
141,Cleveland Cavaliers,113,Boston Celtics,117,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.60%,36.70%,118.90%,37.80%
142,Los Angeles Clippers,110,Boston Celtics,116,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.40%,36.50%,118.90%,37.80%
143,Dallas Mavericks,112,Boston Celtics,125,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,118.80%,37.60%,118.90%,37.80%
144,San Antonio Spurs,93,Boston Celtics,137,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.10%,34.40%,118.90%,37.80%
145,Brooklyn Nets,96,Boston Celtics,139,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,118.10%,37.40%,118.90%,37.80%
146,Brooklyn Nets,115,Boston Celtics,105,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,118.10%,37.40%,118.90%,37.80%
147,Toronto Raptors,93,Boston Celtics,97,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.00%,33.50%,118.90%,37.80%
148,Toronto Raptors,102,Boston Celtics,121,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.00%,33.50%,118.90%,37.80%
149,Portland Trail Blazers,93,Boston Celtics,115,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,116.80%,36.90%,118.90%,37.80%
150,Phoenix Suns,106,Boston Celtics,94,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.60%,35.20%,118.90%,37.80%
151,Milwaukee Bucks,118,Boston Celtics,139,0.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,115.80%,36.30%,118.90%,37.80%
152,Philadelphia 76ers,95,Atlanta Hawks,104,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,119.20%,37.90%,114.50%,35.30%
153,Philadelphia 76ers,136,Atlanta Hawks,131,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,119.20%,37.90%,114.50%,35.30%
154,Memphis Grizzlies,123,Atlanta Hawks,119,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,112.20%,34.60%,114.50%,35.30%
155,Detroit Pistons,105,Atlanta Hawks,130,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,,,114.50%,35.30%
156,Detroit Pistons,107,Atlanta Hawks,129,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,,,114.50%,35.30%
157,Houston Rockets,107,Atlanta Hawks,117,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,109.80%,33.00%,114.50%,35.30%
158,Sacramento Kings,106,Atlanta Hawks,115,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,119.30%,38.40%,114.50%,35.30%
159,Indiana Pacers,130,Atlanta Hawks,143,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.30%,35.60%,114.50%,35.30%
160,Minnesota Timberwolves,136,Atlanta Hawks,115,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,117.10%,37.10%,114.50%,35.30%
161,Denver Nuggets,109,Atlanta Hawks,117,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,119.00%,37.90%,114.50%,35.30%
162,New Orleans Pelicans,121,Atlanta Hawks,124,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.40%,35.90%,114.50%,35.30%
163,Golden State Warriors,119,Atlanta Hawks,127,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,117.90%,37.30%,114.50%,35.30%
164,Orlando Magic,98,Atlanta Hawks,108,1.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.50%,35.10%,114.50%,35.30%
165,Orlando Magic,125,Atlanta Hawks,126,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.50%,35.10%,114.50%,35.30%
166,New York Knicks,122,Atlanta Hawks,101,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.50%,35.10%,114.50%,35.30%
167,Washington Wizards,119,Atlanta Hawks,116,1.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.00%,36.50%,114.50%,35.30%
168,Washington Wizards,116,Atlanta Hawks,134,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.00%,36.50%,114.50%,35.30%
169,Miami Heat,106,Atlanta Hawks,98,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.40%,34.80%,114.50%,35.30%
170,Oklahoma City Thunder,121,Atlanta Hawks,114,1.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.00%,34.70%,114.50%,35.30%
171,Chicago Bulls,122,Atlanta Hawks,123,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.30%,36.50%,114.50%,35.30%
172,Chicago Bulls,110,Atlanta Hawks,108,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.30%,36.50%,114.50%,35.30%
173,Charlotte Hornets,126,Atlanta Hawks,109,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,109.20%,32.70%,114.50%,35.30%
174,Los Angeles Lakers,130,Atlanta Hawks,121,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,114.90%,35.50%,114.50%,35.30%
175,Utah Jazz,125,Atlanta Hawks,119,1.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.80%,36.40%,114.50%,35.30%
176,Cleveland Cavaliers,119,Atlanta Hawks,136,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.60%,36.70%,114.50%,35.30%
177,Cleveland Cavaliers,118,Atlanta Hawks,120,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.60%,36.70%,114.50%,35.30%
178,Dallas Mavericks,130,Atlanta Hawks,132,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.80%,37.60%,114.50%,35.30%
179,San Antonio Spurs,106,Atlanta Hawks,125,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,110.10%,34.40%,114.50%,35.30%
180,Brooklyn Nets,108,Atlanta Hawks,107,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.10%,37.40%,114.50%,35.30%
181,Brooklyn Nets,127,Atlanta Hawks,129,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.10%,37.40%,114.50%,35.30%
182,Toronto Raptors,122,Atlanta Hawks,124,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,110.00%,33.50%,114.50%,35.30%
183,Boston Celtics,126,Atlanta Hawks,101,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.90%,37.80%,114.50%,35.30%
184,Boston Celtics,134,Atlanta Hawks,125,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.90%,37.80%,114.50%,35.30%
185,Boston Celtics,122,Atlanta Hawks,130,0.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.90%,37.80%,114.50%,35.30%
186,Boston Celtics,129,Atlanta Hawks,121,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.90%,37.80%,114.50%,35.30%
187,Boston Celtics,128,Atlanta Hawks,120,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,118.90%,37.80%,114.50%,35.30%
188,Portland Trail Blazers,111,Atlanta Hawks,129,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,116.80%,36.90%,114.50%,35.30%
189,Phoenix Suns,107,Atlanta Hawks,116,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,113.60%,35.20%,114.50%,35.30%
190,Milwaukee Bucks,98,Atlanta Hawks,117,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,115.80%,36.30%,114.50%,35.30%
191,Philadelphia 76ers,101,Charlotte Hornets,107,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,119.20%,37.90%,109.20%,32.70%
192,Philadelphia 76ers,121,Charlotte Hornets,82,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,119.20%,37.90%,109.20%,32.70%
193,Atlanta Hawks,125,Charlotte Hornets,106,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,114.50%,35.30%,109.20%,32.70%
194,Atlanta Hawks,138,Charlotte Hornets,144,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,114.50%,35.30%,109.20%,32.70%
195,Detroit Pistons,141,Charlotte Hornets,134,1.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,,,109.20%,32.70%
196,Detroit Pistons,106,Charlotte Hornets,117,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,,,109.20%,32.70%
197,Houston Rockets,112,Charlotte Hornets,109,1.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,109.80%,33.00%,109.20%,32.70%
198,Sacramento Kings,115,Charlotte Hornets,108,1.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,119.30%,38.40%,109.20%,32.70%
199,Indiana Pacers,125,Charlotte Hornets,113,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.30%,35.60%,109.20%,32.70%
200,Indiana Pacers,109,Charlotte Hornets,115,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.30%,35.60%,109.20%,32.70%
201,Minnesota Timberwolves,108,Charlotte Hornets,110,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,117.10%,37.10%,109.20%,32.70%
202,Denver Nuggets,119,Charlotte Hornets,105,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,119.00%,37.90%,109.20%,32.70%
203,New Orleans Pelicans,124,Charlotte Hornets,112,1.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,115.40%,35.90%,109.20%,32.70%
204,Golden State Warriors,113,Charlotte Hornets,120,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,117.90%,37.30%,109.20%,32.70%
205,Orlando Magic,119,Charlotte Hornets,113,1.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.50%,35.10%,109.20%,32.70%
206,Orlando Magic,117,Charlotte Hornets,106,1.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.50%,35.10%,109.20%,32.70%
207,New York Knicks,121,Charlotte Hornets,102,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.50%,35.10%,109.20%,32.70%
